Type,Seed,"Parameters (Number of features, Tolerance, Iterations, Ten Fold)",Accuracy,Precision,F_Score,Recall,ROC_Area,TP Rate,FP Rate,Confusion_Matrix,Classification_Report
MLP,754,"[500, 0.0001, 8000, (200, 100, 50)]",0.774303406,0.775112989,0.774273057,0.774303406,0.951893676,"[0.53333333 0.78873874 0.74844444 0.83333333 0.84292929 0.69047619
 0.65833333 0.66666667 0.78333333 0.54444444]","[0.01128692 0.08085676 0.07150538 0.03309179 0.03022049 0.00770042
 0.01168274 0.0047619  0.01256831 0.01008493]","[[ 112   69    1    0   25    0    0    1    2    0]
 [  42 1751  234   39  101   10    9   12   16    6]
 [  11  266 1684  169   65   21   13    1    6   14]
 [   0   27  158 1175   17    1   25    0    4    3]
 [  31  181   83   10 1669    1    5    0    0    0]
 [   8    5   13    2    5  145    3   18    7    4]
 [   0   11   18   29    4    0  237    1   37   23]
 [   7   10    4    2   10   31    0  160    4   12]
 [   4   15   11    5    1    6   36    6  423   33]
 [   4   20   10   18    5    3   18    6   39  147]]","              precision    recall  f1-score   support

           0       0.51      0.53      0.52       210
           1       0.74      0.79      0.77      2220
           2       0.76      0.75      0.75      2250
           3       0.81      0.83      0.82      1410
           4       0.88      0.84      0.86      1980
           5       0.67      0.69      0.68       210
           6       0.68      0.66      0.67       360
           7       0.78      0.67      0.72       240
           8       0.79      0.78      0.78       540
           9       0.61      0.54      0.57       270

    accuracy                           0.77      9690
   macro avg       0.72      0.71      0.72      9690
weighted avg       0.78      0.77      0.77      9690
"
MLP,754,"[9690, 0.1, 1000, (50,)]",0.242718447,0.058912244,0.094811893,0.242718447,0.625472398,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"[[  0   0  60   0   0   0   0   0   0   0]
 [  0   0 720   0   0   0   0   0   0   0]
 [  0   0 750   0   0   0   0   0   0   0]
 [  0   0 450   0   0   0   0   0   0   0]
 [  0   0 660   0   0   0   0   0   0   0]
 [  0   0  60   0   0   0   0   0   0   0]
 [  0   0  90   0   0   0   0   0   0   0]
 [  0   0  60   0   0   0   0   0   0   0]
 [  0   0 150   0   0   0   0   0   0   0]
 [  0   0  90   0   0   0   0   0   0   0]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00        60
           1       0.00      0.00      0.00       720
           2       0.24      1.00      0.39       750
           3       0.00      0.00      0.00       450
           4       0.00      0.00      0.00       660
           5       0.00      0.00      0.00        60
           6       0.00      0.00      0.00        90
           7       0.00      0.00      0.00        60
           8       0.00      0.00      0.00       150
           9       0.00      0.00      0.00        90

    accuracy                           0.24      3090
   macro avg       0.02      0.10      0.04      3090
weighted avg       0.06      0.24      0.09      3090
"
MLP,754,"[5, 0.1, 1000, (50,)]",0.233009709,0.054293524,0.088066662,0.233009709,0.485789118,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"[[  0  60   0   0   0   0   0   0   0   0]
 [  0 720   0   0   0   0   0   0   0   0]
 [  0 750   0   0   0   0   0   0   0   0]
 [  0 450   0   0   0   0   0   0   0   0]
 [  0 660   0   0   0   0   0   0   0   0]
 [  0  60   0   0   0   0   0   0   0   0]
 [  0  90   0   0   0   0   0   0   0   0]
 [  0  60   0   0   0   0   0   0   0   0]
 [  0 150   0   0   0   0   0   0   0   0]
 [  0  90   0   0   0   0   0   0   0   0]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00        60
           1       0.23      1.00      0.38       720
           2       0.00      0.00      0.00       750
           3       0.00      0.00      0.00       450
           4       0.00      0.00      0.00       660
           5       0.00      0.00      0.00        60
           6       0.00      0.00      0.00        90
           7       0.00      0.00      0.00        60
           8       0.00      0.00      0.00       150
           9       0.00      0.00      0.00        90

    accuracy                           0.23      3090
   macro avg       0.02      0.10      0.04      3090
weighted avg       0.05      0.23      0.09      3090
"
MLP,754,"[10, 0.1, 1000, (50,)]",0.242718447,0.058912244,0.094811893,0.242718447,0.361441957,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"[[  0   0  60   0   0   0   0   0   0   0]
 [  0   0 720   0   0   0   0   0   0   0]
 [  0   0 750   0   0   0   0   0   0   0]
 [  0   0 450   0   0   0   0   0   0   0]
 [  0   0 660   0   0   0   0   0   0   0]
 [  0   0  60   0   0   0   0   0   0   0]
 [  0   0  90   0   0   0   0   0   0   0]
 [  0   0  60   0   0   0   0   0   0   0]
 [  0   0 150   0   0   0   0   0   0   0]
 [  0   0  90   0   0   0   0   0   0   0]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00        60
           1       0.00      0.00      0.00       720
           2       0.24      1.00      0.39       750
           3       0.00      0.00      0.00       450
           4       0.00      0.00      0.00       660
           5       0.00      0.00      0.00        60
           6       0.00      0.00      0.00        90
           7       0.00      0.00      0.00        60
           8       0.00      0.00      0.00       150
           9       0.00      0.00      0.00        90

    accuracy                           0.24      3090
   macro avg       0.02      0.10      0.04      3090
weighted avg       0.06      0.24      0.09      3090
"
MLP,754,"[20, 0.1, 1000, (50,)]",0.243042071,0.067505198,0.096155558,0.243042071,0.550063146,"[0.         0.00138889 1.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.         0.01181435 0.98760684 0.         0.         0.
 0.         0.         0.         0.        ]","[[  0   0  60   0   0   0   0   0   0   0]
 [  0   1 719   0   0   0   0   0   0   0]
 [  0   0 750   0   0   0   0   0   0   0]
 [  0   0 450   0   0   0   0   0   0   0]
 [  0   4 656   0   0   0   0   0   0   0]
 [  0   0  60   0   0   0   0   0   0   0]
 [  0   3  87   0   0   0   0   0   0   0]
 [  0   0  60   0   0   0   0   0   0   0]
 [  0  11 139   0   0   0   0   0   0   0]
 [  0  10  80   0   0   0   0   0   0   0]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00        60
           1       0.03      0.00      0.00       720
           2       0.25      1.00      0.39       750
           3       0.00      0.00      0.00       450
           4       0.00      0.00      0.00       660
           5       0.00      0.00      0.00        60
           6       0.00      0.00      0.00        90
           7       0.00      0.00      0.00        60
           8       0.00      0.00      0.00       150
           9       0.00      0.00      0.00        90

    accuracy                           0.24      3090
   macro avg       0.03      0.10      0.04      3090
weighted avg       0.07      0.24      0.10      3090
"
MLP,754,"[50, 0.1, 1000, (50,)]",0.263106796,0.143653708,0.144019433,0.263106796,0.554322194,"[0.         0.14027778 0.94933333 0.         0.         0.
 0.         0.         0.         0.        ]","[0.         0.07848101 0.89358974 0.         0.         0.
 0.         0.         0.         0.        ]","[[  0   1  59   0   0   0   0   0   0   0]
 [  0 101 619   0   0   0   0   0   0   0]
 [  0  38 712   0   0   0   0   0   0   0]
 [  0   5 445   0   0   0   0   0   0   0]
 [  0  14 646   0   0   0   0   0   0   0]
 [  0  16  44   0   0   0   0   0   0   0]
 [  0  23  67   0   0   0   0   0   0   0]
 [  0   0  60   0   0   0   0   0   0   0]
 [  0  49 101   0   0   0   0   0   0   0]
 [  0  40  50   0   0   0   0   0   0   0]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00        60
           1       0.35      0.14      0.20       720
           2       0.25      0.95      0.40       750
           3       0.00      0.00      0.00       450
           4       0.00      0.00      0.00       660
           5       0.00      0.00      0.00        60
           6       0.00      0.00      0.00        90
           7       0.00      0.00      0.00        60
           8       0.00      0.00      0.00       150
           9       0.00      0.00      0.00        90

    accuracy                           0.26      3090
   macro avg       0.06      0.11      0.06      3090
weighted avg       0.14      0.26      0.14      3090
"
MLP,754,"[200, 0.1, 1000, (50,)]",0.290291262,0.150857171,0.187217525,0.290291262,0.54748102,"[0.         0.41388889 0.79866667 0.         0.         0.
 0.         0.         0.         0.        ]","[0.         0.20886076 0.72564103 0.         0.         0.
 0.         0.         0.         0.        ]","[[  0  17  43   0   0   0   0   0   0   0]
 [  0 298 422   0   0   0   0   0   0   0]
 [  0 151 599   0   0   0   0   0   0   0]
 [  0 102 348   0   0   0   0   0   0   0]
 [  0  75 585   0   0   0   0   0   0   0]
 [  0   0  60   0   0   0   0   0   0   0]
 [  0  33  57   0   0   0   0   0   0   0]
 [  0  21  39   0   0   0   0   0   0   0]
 [  0  73  77   0   0   0   0   0   0   0]
 [  0  23  67   0   0   0   0   0   0   0]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00        60
           1       0.38      0.41      0.39       720
           2       0.26      0.80      0.39       750
           3       0.00      0.00      0.00       450
           4       0.00      0.00      0.00       660
           5       0.00      0.00      0.00        60
           6       0.00      0.00      0.00        90
           7       0.00      0.00      0.00        60
           8       0.00      0.00      0.00       150
           9       0.00      0.00      0.00        90

    accuracy                           0.29      3090
   macro avg       0.06      0.12      0.08      3090
weighted avg       0.15      0.29      0.19      3090
"
MLP,754,"[500, 0.1, 1000, (50,)]",0.217152104,0.098743905,0.115484174,0.217152104,0.536724227,"[0.         0.81527778 0.112      0.         0.         0.
 0.         0.         0.         0.        ]","[0.        0.8742616 0.1482906 0.        0.        0.        0.
 0.        0.        0.       ]","[[  0  43  17   0   0   0   0   0   0   0]
 [  0 587 133   0   0   0   0   0   0   0]
 [  0 666  84   0   0   0   0   0   0   0]
 [  0 399  51   0   0   0   0   0   0   0]
 [  0 648  12   0   0   0   0   0   0   0]
 [  0  50  10   0   0   0   0   0   0   0]
 [  0  56  34   0   0   0   0   0   0   0]
 [  0  38  22   0   0   0   0   0   0   0]
 [  0 117  33   0   0   0   0   0   0   0]
 [  0  55  35   0   0   0   0   0   0   0]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00        60
           1       0.22      0.82      0.35       720
           2       0.19      0.11      0.14       750
           3       0.00      0.00      0.00       450
           4       0.00      0.00      0.00       660
           5       0.00      0.00      0.00        60
           6       0.00      0.00      0.00        90
           7       0.00      0.00      0.00        60
           8       0.00      0.00      0.00       150
           9       0.00      0.00      0.00        90

    accuracy                           0.22      3090
   macro avg       0.04      0.09      0.05      3090
weighted avg       0.10      0.22      0.12      3090
"
MLP,754,"[9690, 0.1, 1000, (100,)]",0.272491909,0.194570988,0.183735785,0.272491909,0.613929208,"[0.         0.61527778 0.072      0.76666667 0.         0.
 0.         0.         0.         0.        ]","[0.         0.30295359 0.04957265 0.53560606 0.         0.
 0.         0.         0.         0.        ]","[[  0  42   3  15   0   0   0   0   0   0]
 [  0 443  42 235   0   0   0   0   0   0]
 [  0 278  54 418   0   0   0   0   0   0]
 [  0  75  30 345   0   0   0   0   0   0]
 [  0 131  23 506   0   0   0   0   0   0]
 [  0   0   0  60   0   0   0   0   0   0]
 [  0  31  17  42   0   0   0   0   0   0]
 [  0   5   1  54   0   0   0   0   0   0]
 [  0 106   0  44   0   0   0   0   0   0]
 [  0  50   0  40   0   0   0   0   0   0]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00        60
           1       0.38      0.62      0.47       720
           2       0.32      0.07      0.12       750
           3       0.20      0.77      0.31       450
           4       0.00      0.00      0.00       660
           5       0.00      0.00      0.00        60
           6       0.00      0.00      0.00        90
           7       0.00      0.00      0.00        60
           8       0.00      0.00      0.00       150
           9       0.00      0.00      0.00        90

    accuracy                           0.27      3090
   macro avg       0.09      0.15      0.09      3090
weighted avg       0.19      0.27      0.18      3090
"
MLP,754,"[5, 0.1, 1000, (100,)]",0.233009709,0.054293524,0.088066662,0.233009709,0.516558508,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"[[  0  60   0   0   0   0   0   0   0   0]
 [  0 720   0   0   0   0   0   0   0   0]
 [  0 750   0   0   0   0   0   0   0   0]
 [  0 450   0   0   0   0   0   0   0   0]
 [  0 660   0   0   0   0   0   0   0   0]
 [  0  60   0   0   0   0   0   0   0   0]
 [  0  90   0   0   0   0   0   0   0   0]
 [  0  60   0   0   0   0   0   0   0   0]
 [  0 150   0   0   0   0   0   0   0   0]
 [  0  90   0   0   0   0   0   0   0   0]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00        60
           1       0.23      1.00      0.38       720
           2       0.00      0.00      0.00       750
           3       0.00      0.00      0.00       450
           4       0.00      0.00      0.00       660
           5       0.00      0.00      0.00        60
           6       0.00      0.00      0.00        90
           7       0.00      0.00      0.00        60
           8       0.00      0.00      0.00       150
           9       0.00      0.00      0.00        90

    accuracy                           0.23      3090
   macro avg       0.02      0.10      0.04      3090
weighted avg       0.05      0.23      0.09      3090
"
